,kfold,r2 score,mae score,mape score
0,0,0.3073676824569702,73.82531765173627,1.5715820521724026e+17
1,1,0.31172889471054077,73.73195137742407,1.5820459955117456e+17
2,2,0.2979884743690491,74.49435921360484,1.597071004805681e+17
3,3,0.3069913387298584,73.91075263858656,1.5720993071019747e+17
4,4,0.30851930379867554,73.52252967438551,1.580799377788937e+17
