,kfold,r2 score,mae score,mape score
0,0,0.3367868661880493,78.14919,7.287522e+16
1,1,0.339444100856781,77.595634,7.419891e+16
2,2,0.3285054564476013,78.314705,7.3735165e+16
3,3,0.3428974151611328,77.856445,7.4154225e+16
4,4,0.3399273753166199,77.77429,7.081382e+16
