,feature name,feature value,min,1q,median,3q,max,mean,sd,n (nearest 5),kfold
201,stroke_severity_arrival,33.0,103.67385118307546,149.82285964317154,168.78900979698636,179.2279402806144,206.56160499834456,163.34081410927305,24.768340180878173,20,3
202,stroke_severity_arrival,34.0,109.05026879910379,166.62667027620364,191.63345702284016,212.26624443653503,239.33256943969988,187.28153776944802,37.05610217013619,20,3
203,stroke_severity_arrival,35.0,18.566906506717206,126.93983764487086,155.81257886079607,162.3519207982393,176.41261511366815,130.69846578793323,51.37677401216074,10,3
204,stroke_severity_arrival,36.0,188.035435123099,201.169318363613,206.9147091763839,215.1515643675672,261.24484696794303,211.96867029805435,20.79583320830621,10,3
205,stroke_severity_arrival,37.0,139.15422737395392,180.78659422480501,200.94412080280483,232.63535935714842,246.72555585675872,200.04917152309417,38.263785838134105,<10,3
206,stroke_severity_arrival,38.0,131.41256012158468,179.49268132351338,208.27315441789105,237.2908359020669,253.36044210573658,201.9659347741585,43.386290089635004,<10,3
207,stroke_severity_arrival,39.0,196.12677100868896,196.12677100868896,196.12677100868896,196.12677100868896,196.12677100868896,196.12677100868896,0.0,<10,3
208,stroke_severity_arrival,40.0,130.23093272821978,181.65781608829275,203.54180146013385,213.28088599525393,244.00275887706317,194.91663802995902,32.10886347943651,15,3
209,stroke_severity_arrival,41.0,176.11823837093078,176.11823837093078,176.11823837093078,176.11823837093078,176.11823837093078,176.11823837093078,0.0,<10,3
210,stroke_severity_arrival,42.0,132.80929139409216,165.9550391641818,189.8316734216083,222.5588092283113,276.2842984627467,195.46508705186406,41.24641915694096,10,3
211,age,0-60,-125.56050245433114,-39.707963575134634,-33.692178627267715,-29.767639400821643,48.60147556723328,-36.15609702752222,12.578594347767211,4315,3
212,age,60-80,-102.3947100026894,-25.408311096053804,-16.740042254841537,-10.057952719681198,42.27599633110221,-18.02874198962507,12.103533174083104,11810,3
213,age,80+,-40.98971164980903,4.434956280472688,15.675243004281073,34.32975264805369,172.1757896708953,22.157301513340045,23.79621546575928,11155,3
214,prior_disability,0.0,-66.96064007282257,-16.09354276349768,-14.432561483420432,-12.846872764206491,18.320045713181607,-14.825851247052983,3.8153760500344256,14230,3
215,prior_disability,1.0,-54.50090959690511,-6.00859696123749,-3.7614898996287955,-1.623155448604375,29.546729971338063,-3.33474129944135,4.926880740604421,4615,3
216,prior_disability,2.0,-33.338339188729876,4.778390079288511,7.362361053898931,10.318264210689813,55.16444019090617,8.054720722510448,6.561661471375061,2840,3
217,prior_disability,3.0,-9.099040792300366,25.71997930392623,30.04884122295305,34.20517402009107,120.730013057061,30.273815617941853,8.350279394640088,3330,3
218,prior_disability,4.0,-39.255036522799635,38.85463154119556,47.370012088887165,53.370683758836236,108.7948471917212,45.68071105126925,12.76618929950266,1780,3
219,prior_disability,5.0,-25.76421069961274,44.991729887237305,60.94830528061837,74.34809103587642,140.69419787553372,59.84915485810614,21.63262956626524,470,3
220,any_afib_diagnosis,0.0,-32.83740510288626,-4.369190029287711,-2.7987997616827487,-1.7479005208984018,25.563153929039835,-3.2208883439309477,2.5911198868181984,19910,3
221,any_afib_diagnosis,1.0,-34.242840946391226,3.6808087326586247,5.961297281384468,8.727125001102685,31.445841845236718,6.407101275166856,4.641643562003749,7370,3
222,precise_onset_known,0.0,-26.69840571783483,0.5994232671987265,1.6343535263836384,3.2383150309883058,35.15484195955098,2.1151687784050037,3.3525422055435654,11585,3
223,precise_onset_known,1.0,-36.99644342381507,-1.6818158119171858,-0.7047144510224461,-0.006950304731726646,21.683017595410348,-0.9768930695532531,2.262410745951412,15695,3
224,stroke_severity_arrival,0.0,-94.41306528752669,-35.09884349145693,-32.16991692509036,-27.909452855768613,37.50094480624888,-31.541451208794335,7.543780876148249,1835,4
225,stroke_severity_arrival,1.0,-92.91657880602405,-44.8475089155708,-39.31265753121115,-34.84633982844185,8.943321133302526,-39.60203426663958,7.555126407196591,2280,4
226,stroke_severity_arrival,2.0,-73.95721897267737,-41.78226647854317,-37.464498348827476,-32.73977591128554,-0.43078273775521664,-37.21465034733235,6.367229775864753,2850,4
227,stroke_severity_arrival,3.0,-70.52507015083917,-34.511168215363284,-30.974826201335528,-26.244557193950747,11.08990238236729,-30.5056002978489,6.2501818634160715,2565,4
228,stroke_severity_arrival,4.0,-64.69965145444498,-33.77502632978605,-30.869670222708955,-26.19650331753772,2.622295863479376,-30.092263747426742,5.543243388464651,2245,4
229,stroke_severity_arrival,5.0,-57.41938172576949,-29.73667824142147,-26.6761040473124,-23.978774536661803,12.417838337346911,-27.226070171088434,5.278791903665781,1955,4
230,stroke_severity_arrival,6.0,-57.80993189970497,-26.751278380153234,-23.90743279247312,-20.158908555814996,7.827279867082834,-23.912506268724574,5.564118626084926,1630,4
231,stroke_severity_arrival,7.0,-38.73866221116856,-16.949312498986252,-15.010624865470454,-12.487278399709613,17.163366933185607,-14.819815539113558,4.967167075593783,1225,4
232,stroke_severity_arrival,8.0,-44.26041810813825,-11.757543516145088,-9.872221492202952,-7.382933332010871,38.772968083256856,-9.633574067417275,5.194097911875598,1080,4
233,stroke_severity_arrival,9.0,-39.73480388836935,-12.415830647870898,-9.754988571074792,-6.446785265672952,29.609657423384487,-9.168980920187373,6.639950263152238,950,4
234,stroke_severity_arrival,10.0,-49.317646246678194,-3.689103315100074,-0.7268507990054787,2.2867129205958916,57.928422183692454,-0.3370146951222589,7.342423447947758,815,4
235,stroke_severity_arrival,11.0,-30.23765957839787,-1.046730747288093,3.7854836968844756,8.968987187701277,107.34813843396492,4.673991156351553,10.095582177506248,725,4
236,stroke_severity_arrival,12.0,-33.66662465418689,2.3806077738397287,10.494943136039655,17.75605103277485,71.8385916780401,10.246160281910804,12.477592663352592,625,4
237,stroke_severity_arrival,13.0,-34.79880047854036,10.811357452403755,20.88719602929428,28.533925453004194,65.83618842334953,19.485455674690627,13.376369070128538,545,4
238,stroke_severity_arrival,14.0,-21.362895495942794,23.614914966085927,34.75898279453628,43.98005134442588,84.57460326279514,33.7808658184633,13.018096488480436,530,4
239,stroke_severity_arrival,15.0,-6.669713342818431,24.74937846404966,35.02519768352388,45.93277889111778,97.94709822054952,35.1445283246829,14.714542655165346,490,4
240,stroke_severity_arrival,16.0,-16.3416791396006,27.14693241644185,38.86523800569121,50.783254471868275,74.05726267420687,38.15485447726214,16.778979382308503,505,4
241,stroke_severity_arrival,17.0,-24.137613528622314,31.946030519753695,45.77988858012715,61.4954669036041,87.76606971665285,45.734880262237056,19.435613368637256,510,4
242,stroke_severity_arrival,18.0,-8.590327570866794,51.70532467804966,65.29629280389054,78.07974377526203,111.25439607928507,63.430956243652545,19.03370965072592,475,4
243,stroke_severity_arrival,19.0,25.077725336151197,59.584036613857606,73.73766021496616,85.44962124452927,128.12592272636482,72.20693093737403,18.24158301417876,490,4
244,stroke_severity_arrival,20.0,27.28692216932308,67.88738966261735,83.10761167268734,94.92604646626627,130.09606098106596,81.82140950301395,18.66860946129583,405,4
245,stroke_severity_arrival,21.0,34.646857667556034,78.72071044609416,92.8590183612518,105.32854274793527,167.37570150236132,90.30214495249973,20.83825573983152,410,4
246,stroke_severity_arrival,22.0,17.29266684577102,88.000538281888,106.51173507950035,121.31922201066511,172.68003068248743,103.52163924425695,23.257620127417056,370,4
247,stroke_severity_arrival,23.0,28.454927290184422,87.21338438227889,112.30139191114111,126.8033700004255,174.59084260034376,105.46025059807677,26.63345681935952,340,4
248,stroke_severity_arrival,24.0,31.983880168767644,94.28610294424463,119.88334364916199,132.13805178216774,194.3965446476545,112.88213110434253,28.26690554611606,290,4
249,stroke_severity_arrival,25.0,-8.698187326444312,97.1512670039339,123.13710370732937,138.88896072745322,169.33065930277576,114.96070958522998,31.40824199623194,275,4
250,stroke_severity_arrival,26.0,39.13344429233111,120.00664696280845,137.0516710320115,151.92816653251649,183.38820799180306,132.31487481058272,25.665925157060702,195,4
251,stroke_severity_arrival,27.0,35.715881264540364,132.7495434493525,149.07868811390364,159.38769513370238,180.37274326576852,142.1057033724537,27.631842200584384,175,4
252,stroke_severity_arrival,28.0,23.59438857778441,112.88379577445798,138.06523277079222,149.3185831235582,199.65432838972657,131.2828418277383,30.392168981893494,140,4
253,stroke_severity_arrival,29.0,59.287840999630276,128.79376995092258,147.50364652810617,161.82468868816272,198.88829810055438,142.56395553934615,28.19547230331769,75,4
254,stroke_severity_arrival,30.0,85.07441925034392,124.69835822140914,146.75185021070297,160.22334460828222,207.19068260927685,144.0363428981495,26.018536241088402,60,4
255,stroke_severity_arrival,31.0,104.5215771164652,146.1786328963749,160.0482009212859,172.5386761159287,208.75361895395443,161.13774839845667,21.368657004199243,45,4
256,stroke_severity_arrival,32.0,68.94845267920289,147.12948666274082,162.3046465856768,190.39520490069407,233.13454647864216,167.38130735630088,33.80488905542293,40,4
